date,action,price,quantity,pnl
2025-03-21 09:30:00+05:30,BUY,23225.9,100,
2025-03-21 10:30:00+05:30,SELL,23300.55,100,7464.999999999782
2025-03-21 12:20:00+05:30,BUY,23378.3,100,
2025-03-21 13:35:00+05:30,SELL,23327.4,100,-5089.999999999782
2025-03-24 09:20:00+05:30,BUY,23518.4,100,
2025-03-24 09:35:00+05:30,SELL,23439.65,100,-7875.0
2025-03-24 13:55:00+05:30,BUY,23670.0,100,
2025-03-24 15:05:00+05:30,SELL,23656.45,100,-1354.9999999999272
2025-03-25 09:15:00+05:30,BUY,23726.9,100,
2025-03-25 09:25:00+05:30,SELL,23723.5,100,-340.0000000001455
2025-03-25 09:25:00+05:30,BUY,23723.5,100,
2025-03-25 09:50:00+05:30,SELL,23845.25,100,12175.0
2025-03-25 09:50:00+05:30,BUY,23845.25,100,
2025-03-25 10:15:00+05:30,SELL,23798.2,100,-4704.999999999927
2025-03-25 13:50:00+05:30,BUY,23732.8,100,
2025-03-25 14:05:00+05:30,SELL,23725.55,100,-725.0
2025-04-07 15:15:00+05:30,BUY,22173.55,100,
2025-04-08 09:20:00+05:30,SELL,22515.15,100,34160.00000000022
2025-04-08 09:20:00+05:30,BUY,22515.15,100,
2025-04-08 10:00:00+05:30,SELL,22390.25,100,-12490.000000000146
2025-04-08 12:10:00+05:30,BUY,22552.3,100,
2025-04-08 13:30:00+05:30,SELL,22660.85,100,10854.999999999927
2025-04-11 09:20:00+05:30,BUY,22812.1,100,
2025-04-11 10:40:00+05:30,SELL,22784.35,100,-2775.0
2025-04-11 11:35:00+05:30,BUY,22888.0,100,
2025-04-11 13:35:00+05:30,SELL,22878.45,100,-954.9999999999272
2025-04-15 09:15:00+05:30,BUY,23279.4,100,
2025-04-15 12:10:00+05:30,SELL,23332.55,100,5314.999999999782
2025-04-15 12:10:00+05:30,BUY,23332.55,100,
2025-04-15 14:35:00+05:30,SELL,23316.8,100,-1575.0
2025-04-16 14:00:00+05:30,BUY,23402.75,100,
2025-04-16 15:25:00+05:30,SELL,23433.3,100,3054.9999999999272
2025-04-17 11:35:00+05:30,BUY,23558.0,100,
2025-04-17 12:20:00+05:30,SELL,23645.25,100,8725.0
2025-04-21 09:15:00+05:30,BUY,23960.4,100,
2025-04-21 10:10:00+05:30,SELL,24033.45,100,7304.999999999927
2025-04-21 12:15:00+05:30,BUY,24166.0,100,
2025-04-21 13:45:00+05:30,SELL,24132.1,100,-3390.0000000001455
2025-04-22 09:35:00+05:30,BUY,24186.15,100,
2025-04-22 12:05:00+05:30,SELL,24199.35,100,1319.999999999709
2025-04-23 09:15:00+05:30,BUY,24313.5,100,
2025-04-23 10:10:00+05:30,SELL,24189.55,100,-12395.000000000073
2025-04-25 09:20:00+05:30,BUY,24303.6,100,
2025-04-25 09:40:00+05:30,SELL,24208.15,100,-9544.999999999709
2025-04-28 09:30:00+05:30,BUY,24184.3,100,
2025-04-28 10:55:00+05:30,SELL,24276.9,100,9260.000000000218
2025-04-28 12:15:00+05:30,BUY,24327.65,100,
2025-04-28 14:25:00+05:30,SELL,24305.05,100,-2260.0000000002183
2025-04-29 09:20:00+05:30,BUY,24453.7,100,
2025-04-29 09:40:00+05:30,SELL,24316.6,100,-13710.000000000218
2025-04-30 09:45:00+05:30,BUY,24381.55,100,
2025-04-30 10:30:00+05:30,SELL,24311.35,100,-7020.000000000073
2025-04-30 15:05:00+05:30,BUY,24379.75,100,
2025-04-30 15:15:00+05:30,SELL,24324.0,100,-5575.0
2025-05-02 09:25:00+05:30,BUY,24488.5,100,
2025-05-02 10:15:00+05:30,SELL,24556.3,100,6779.999999999927
2025-05-12 09:15:00+05:30,BUY,24561.4,100,
2025-05-12 10:00:00+05:30,SELL,24698.8,100,13739.999999999782
2025-05-12 11:25:00+05:30,BUY,24733.3,100,
2025-05-12 12:40:00+05:30,SELL,24790.0,100,5670.000000000073
2025-05-12 12:40:00+05:30,BUY,24790.0,100,
2025-05-12 13:45:00+05:30,SELL,24844.7,100,5470.000000000073
2025-05-12 14:15:00+05:30,BUY,24887.0,100,
2025-05-13 09:25:00+05:30,SELL,24767.4,100,-11959.999999999854
2025-05-15 10:55:00+05:30,BUY,24780.3,100,
2025-05-15 11:10:00+05:30,SELL,24617.25,100,-16304.999999999927
2025-05-15 13:00:00+05:30,BUY,24734.65,100,
2025-05-15 13:15:00+05:30,SELL,24886.45,100,15179.999999999927
2025-05-15 13:15:00+05:30,BUY,24886.45,100,
2025-05-15 13:50:00+05:30,SELL,25064.95,100,17850.0
