date,action,price,pnl
2025-02-21 12:45:00+05:30,BUY,22814.0,
2025-02-21 12:55:00+05:30,SELL,22786.85,-27.150000000001455
2025-02-21 13:05:00+05:30,BUY,22770.2,
2025-02-21 13:25:00+05:30,SELL,22753.55,-16.650000000001455
2025-02-21 13:30:00+05:30,BUY,22765.8,
2025-02-21 13:40:00+05:30,SELL,22735.6,-30.200000000000728
2025-02-21 13:40:00+05:30,BUY,22735.6,
2025-02-21 13:50:00+05:30,SELL,22752.75,17.150000000001455
2025-02-21 13:50:00+05:30,BUY,22752.75,
2025-02-21 14:05:00+05:30,SELL,22770.5,17.75
2025-02-21 14:05:00+05:30,BUY,22770.5,
2025-02-21 14:25:00+05:30,SELL,22770.8,0.2999999999992724
2025-02-21 14:30:00+05:30,BUY,22770.1,
2025-02-21 14:55:00+05:30,SELL,22772.8,2.7000000000007276
2025-02-21 15:00:00+05:30,BUY,22790.65,
2025-02-21 15:20:00+05:30,SELL,22791.7,1.0499999999992724
2025-02-24 09:15:00+05:30,BUY,22645.0,
2025-02-24 09:25:00+05:30,SELL,22621.4,-23.599999999998545
2025-02-24 09:30:00+05:30,BUY,22627.4,
2025-02-24 09:40:00+05:30,SELL,22570.75,-56.650000000001455
2025-02-24 09:45:00+05:30,BUY,22591.5,
2025-02-24 09:55:00+05:30,SELL,22582.55,-8.950000000000728
2025-02-24 10:05:00+05:30,BUY,22576.6,
2025-02-24 10:15:00+05:30,SELL,22571.9,-4.69999999999709
2025-02-24 10:25:00+05:30,BUY,22567.35,
2025-02-24 10:40:00+05:30,SELL,22554.55,-12.799999999999272
2025-02-24 10:45:00+05:30,BUY,22577.4,
2025-02-24 10:55:00+05:30,SELL,22555.35,-22.05000000000291
2025-02-24 11:00:00+05:30,BUY,22561.6,
2025-02-24 11:15:00+05:30,SELL,22579.8,18.200000000000728
2025-02-24 11:15:00+05:30,BUY,22579.8,
2025-02-24 11:25:00+05:30,SELL,22574.3,-5.5
2025-02-24 11:30:00+05:30,BUY,22576.9,
2025-02-24 11:55:00+05:30,SELL,22589.5,12.599999999998545
2025-02-24 12:15:00+05:30,BUY,22571.35,
2025-02-24 12:25:00+05:30,SELL,22562.1,-9.25
2025-02-24 12:30:00+05:30,BUY,22564.3,
2025-02-24 12:45:00+05:30,SELL,22566.1,1.7999999999992724
2025-02-24 12:45:00+05:30,BUY,22566.1,
2025-02-24 13:10:00+05:30,SELL,22572.35,6.25
2025-02-24 13:15:00+05:30,BUY,22575.95,
2025-02-24 13:25:00+05:30,SELL,22560.2,-15.75
2025-02-24 13:25:00+05:30,BUY,22560.2,
2025-02-24 13:40:00+05:30,SELL,22533.45,-26.75
2025-02-24 13:50:00+05:30,BUY,22546.25,
2025-02-24 14:10:00+05:30,SELL,22543.65,-2.599999999998545
2025-02-24 14:10:00+05:30,BUY,22543.65,
2025-02-24 14:25:00+05:30,SELL,22541.85,-1.8000000000029104
2025-02-24 14:30:00+05:30,BUY,22556.85,
2025-02-24 14:55:00+05:30,SELL,22571.5,14.650000000001455
2025-02-24 15:05:00+05:30,BUY,22561.95,
2025-02-24 15:15:00+05:30,SELL,22549.05,-12.900000000001455
2025-02-24 15:25:00+05:30,BUY,22548.85,
2025-02-25 09:30:00+05:30,SELL,22584.25,35.400000000001455
2025-02-25 09:30:00+05:30,BUY,22584.25,
2025-02-25 09:55:00+05:30,SELL,22607.2,22.950000000000728
2025-02-25 10:10:00+05:30,BUY,22597.5,
2025-02-25 10:20:00+05:30,SELL,22572.7,-24.799999999999272
2025-02-25 10:25:00+05:30,BUY,22576.15,
2025-02-25 10:35:00+05:30,SELL,22586.45,10.299999999999272
2025-02-25 10:35:00+05:30,BUY,22586.45,
2025-02-25 10:45:00+05:30,SELL,22565.05,-21.400000000001455
2025-02-25 11:05:00+05:30,BUY,22564.25,
2025-02-25 11:20:00+05:30,SELL,22560.1,-4.150000000001455
2025-02-25 11:35:00+05:30,BUY,22564.35,
2025-02-25 11:50:00+05:30,SELL,22557.25,-7.099999999998545
2025-02-25 11:55:00+05:30,BUY,22559.45,
2025-02-25 12:05:00+05:30,SELL,22571.3,11.849999999998545
2025-02-25 12:05:00+05:30,BUY,22571.3,
2025-02-25 12:25:00+05:30,SELL,22578.2,6.900000000001455
2025-02-25 12:25:00+05:30,BUY,22578.2,
2025-02-25 12:35:00+05:30,SELL,22569.0,-9.200000000000728
2025-02-25 12:45:00+05:30,BUY,22571.15,
2025-02-25 12:55:00+05:30,SELL,22574.0,2.849999999998545
2025-02-25 12:55:00+05:30,BUY,22574.0,
2025-02-25 13:15:00+05:30,SELL,22581.35,7.349999999998545
2025-02-25 13:30:00+05:30,BUY,22584.5,
2025-02-25 13:55:00+05:30,SELL,22582.15,-2.349999999998545
2025-02-25 14:00:00+05:30,BUY,22584.5,
2025-02-25 14:10:00+05:30,SELL,22582.05,-2.4500000000007276
2025-02-25 14:20:00+05:30,BUY,22578.0,
2025-02-25 14:35:00+05:30,SELL,22581.9,3.900000000001455
2025-02-25 14:35:00+05:30,BUY,22581.9,
2025-02-25 14:45:00+05:30,SELL,22577.55,-4.350000000002183
2025-02-27 09:15:00+05:30,BUY,22579.45,
2025-02-27 09:25:00+05:30,SELL,22555.75,-23.700000000000728
2025-02-27 09:30:00+05:30,BUY,22562.4,
2025-02-27 09:40:00+05:30,SELL,22560.2,-2.2000000000007276
2025-02-27 09:40:00+05:30,BUY,22560.2,
2025-02-27 09:50:00+05:30,SELL,22537.3,-22.900000000001455
2025-02-27 09:55:00+05:30,BUY,22538.4,
2025-02-27 10:15:00+05:30,SELL,22540.25,1.8499999999985448
2025-02-27 10:25:00+05:30,BUY,22535.85,
2025-02-27 10:50:00+05:30,SELL,22558.8,22.950000000000728
2025-02-27 10:50:00+05:30,BUY,22558.8,
2025-02-27 11:00:00+05:30,SELL,22549.5,-9.299999999999272
2025-02-27 11:00:00+05:30,BUY,22549.5,
2025-02-27 11:10:00+05:30,SELL,22548.95,-0.5499999999992724
2025-02-27 11:10:00+05:30,BUY,22548.95,
2025-02-27 11:20:00+05:30,SELL,22540.1,-8.850000000002183
2025-02-27 11:40:00+05:30,BUY,22531.45,
2025-02-27 12:00:00+05:30,SELL,22521.85,-9.600000000002183
2025-02-27 12:05:00+05:30,BUY,22523.1,
2025-02-27 12:30:00+05:30,SELL,22521.65,-1.4499999999970896
2025-02-27 12:35:00+05:30,BUY,22521.9,
2025-02-27 13:05:00+05:30,SELL,22530.3,8.399999999997817
2025-02-27 13:15:00+05:30,BUY,22533.1,
2025-02-27 13:30:00+05:30,SELL,22539.05,5.950000000000728
2025-02-27 13:30:00+05:30,BUY,22539.05,
2025-02-27 13:40:00+05:30,SELL,22538.8,-0.25
2025-02-27 13:40:00+05:30,BUY,22538.8,
2025-02-27 13:55:00+05:30,SELL,22541.45,2.650000000001455
2025-02-27 13:55:00+05:30,BUY,22541.45,
2025-02-27 14:10:00+05:30,SELL,22544.1,2.649999999997817
2025-02-27 14:10:00+05:30,BUY,22544.1,
2025-02-27 14:30:00+05:30,SELL,22549.7,5.600000000002183
2025-02-27 14:40:00+05:30,BUY,22546.45,
2025-02-27 14:55:00+05:30,SELL,22549.25,2.7999999999992724
2025-02-27 15:00:00+05:30,BUY,22552.95,
2025-02-27 15:15:00+05:30,SELL,22541.05,-11.900000000001455
2025-02-28 09:25:00+05:30,BUY,22336.1,
2025-02-28 09:35:00+05:30,SELL,22266.5,-69.59999999999854
2025-02-28 09:50:00+05:30,BUY,22272.6,
2025-02-28 10:00:00+05:30,SELL,22238.0,-34.599999999998545
2025-02-28 10:00:00+05:30,BUY,22238.0,
2025-02-28 10:30:00+05:30,SELL,22271.25,33.25
2025-02-28 10:35:00+05:30,BUY,22286.7,
2025-02-28 10:50:00+05:30,SELL,22250.95,-35.75
2025-02-28 11:00:00+05:30,BUY,22253.85,
2025-02-28 11:15:00+05:30,SELL,22247.25,-6.599999999998545
2025-02-28 11:15:00+05:30,BUY,22247.25,
2025-02-28 11:25:00+05:30,SELL,22259.75,12.5
2025-02-28 11:25:00+05:30,BUY,22259.75,
2025-02-28 11:35:00+05:30,SELL,22260.15,0.4000000000014552
2025-02-28 11:35:00+05:30,BUY,22260.15,
2025-02-28 11:45:00+05:30,SELL,22226.3,-33.85000000000218
2025-02-28 11:50:00+05:30,BUY,22230.95,
2025-02-28 12:05:00+05:30,SELL,22217.5,-13.450000000000728
2025-02-28 12:10:00+05:30,BUY,22222.55,
2025-02-28 12:35:00+05:30,SELL,22184.35,-38.20000000000073
2025-02-28 12:45:00+05:30,BUY,22173.05,
2025-02-28 12:55:00+05:30,SELL,22110.3,-62.75
2025-02-28 13:00:00+05:30,BUY,22135.45,
2025-02-28 13:10:00+05:30,SELL,22127.85,-7.600000000002183
2025-02-28 13:10:00+05:30,BUY,22127.85,
2025-02-28 13:25:00+05:30,SELL,22125.15,-2.6999999999970896
2025-02-28 13:35:00+05:30,BUY,22122.1,
2025-02-28 13:55:00+05:30,SELL,22130.7,8.600000000002183
2025-02-28 13:55:00+05:30,BUY,22130.7,
2025-02-28 14:05:00+05:30,SELL,22134.55,3.849999999998545
2025-02-28 14:05:00+05:30,BUY,22134.55,
2025-02-28 14:20:00+05:30,SELL,22137.7,3.150000000001455
2025-02-28 14:20:00+05:30,BUY,22137.7,
2025-02-28 14:35:00+05:30,SELL,22127.9,-9.799999999999272
2025-02-28 14:40:00+05:30,BUY,22173.3,
2025-02-28 14:50:00+05:30,SELL,22172.85,-0.4500000000007276
2025-02-28 14:50:00+05:30,BUY,22172.85,
2025-02-28 15:05:00+05:30,SELL,22133.35,-39.5
2025-02-28 15:25:00+05:30,BUY,22127.4,
2025-03-03 09:25:00+05:30,SELL,22174.55,47.14999999999782
2025-03-03 09:35:00+05:30,BUY,22184.5,
2025-03-03 09:45:00+05:30,SELL,22086.2,-98.29999999999927
2025-03-03 09:55:00+05:30,BUY,22067.5,
2025-03-03 10:05:00+05:30,SELL,22018.8,-48.70000000000073
2025-03-03 10:10:00+05:30,BUY,22024.9,
2025-03-03 10:25:00+05:30,SELL,22100.2,75.29999999999927
2025-03-03 10:25:00+05:30,BUY,22100.2,
2025-03-03 10:35:00+05:30,SELL,22075.4,-24.799999999999272
2025-03-03 10:35:00+05:30,BUY,22075.4,
2025-03-03 10:45:00+05:30,SELL,22074.8,-0.6000000000021828
2025-03-03 10:45:00+05:30,BUY,22074.8,
2025-03-03 10:55:00+05:30,SELL,22045.1,-29.700000000000728
2025-03-03 11:05:00+05:30,BUY,22031.45,
2025-03-03 11:20:00+05:30,SELL,22027.45,-4.0
2025-03-03 11:20:00+05:30,BUY,22027.45,
2025-03-03 11:40:00+05:30,SELL,22017.75,-9.700000000000728
2025-03-03 11:45:00+05:30,BUY,22032.0,
2025-03-03 11:55:00+05:30,SELL,22012.8,-19.200000000000728
2025-03-03 12:00:00+05:30,BUY,22025.05,
2025-03-03 12:30:00+05:30,SELL,22103.7,78.65000000000146
2025-03-03 12:30:00+05:30,BUY,22103.7,
2025-03-03 12:40:00+05:30,SELL,22105.45,1.75
2025-03-03 12:40:00+05:30,BUY,22105.45,
2025-03-03 12:55:00+05:30,SELL,22113.75,8.299999999999272
2025-03-03 13:00:00+05:30,BUY,22119.15,
2025-03-03 13:20:00+05:30,SELL,22140.4,21.25
2025-03-03 13:35:00+05:30,BUY,22118.5,
2025-03-03 14:00:00+05:30,SELL,22117.4,-1.0999999999985448
2025-03-03 14:00:00+05:30,BUY,22117.4,
2025-03-03 14:10:00+05:30,SELL,22122.15,4.75
2025-03-03 14:10:00+05:30,BUY,22122.15,
2025-03-03 14:20:00+05:30,SELL,22131.8,9.649999999997817
2025-03-03 14:20:00+05:30,BUY,22131.8,
2025-03-03 14:35:00+05:30,SELL,22129.95,-1.8499999999985448
2025-03-03 14:40:00+05:30,BUY,22138.65,
2025-03-03 14:50:00+05:30,SELL,22135.65,-3.0
2025-03-03 14:50:00+05:30,BUY,22135.65,
2025-03-03 15:00:00+05:30,SELL,22110.8,-24.850000000002183
2025-03-03 15:05:00+05:30,BUY,22116.9,
2025-03-03 15:15:00+05:30,SELL,22119.35,2.4499999999970896
2025-03-03 15:15:00+05:30,BUY,22119.35,
2025-03-04 09:30:00+05:30,SELL,22023.6,-95.75
2025-03-04 09:30:00+05:30,BUY,22023.6,
2025-03-04 09:45:00+05:30,SELL,22058.5,34.900000000001455
2025-03-04 09:45:00+05:30,BUY,22058.5,
2025-03-04 10:00:00+05:30,SELL,22077.6,19.099999999998545
2025-03-04 10:00:00+05:30,BUY,22077.6,
2025-03-04 10:10:00+05:30,SELL,22049.95,-27.649999999997817
2025-03-04 10:10:00+05:30,BUY,22049.95,
2025-03-04 10:30:00+05:30,SELL,22072.5,22.549999999999272
2025-03-04 10:30:00+05:30,BUY,22072.5,
2025-03-04 10:40:00+05:30,SELL,22052.65,-19.849999999998545
2025-03-04 10:45:00+05:30,BUY,22070.2,
2025-03-04 11:10:00+05:30,SELL,22083.7,13.5
2025-03-04 11:20:00+05:30,BUY,22070.6,
2025-03-04 11:30:00+05:30,SELL,22080.3,9.700000000000728
2025-03-04 11:30:00+05:30,BUY,22080.3,
2025-03-04 11:40:00+05:30,SELL,22070.2,-10.099999999998545
2025-03-04 11:50:00+05:30,BUY,22065.65,
2025-03-04 12:05:00+05:30,SELL,22057.95,-7.700000000000728
2025-03-04 12:10:00+05:30,BUY,22057.65,
2025-03-04 12:40:00+05:30,SELL,22064.25,6.599999999998545
2025-03-04 13:05:00+05:30,BUY,22052.95,
2025-03-04 13:25:00+05:30,SELL,22050.55,-2.400000000001455
2025-03-04 13:30:00+05:30,BUY,22053.2,
2025-03-04 13:40:00+05:30,SELL,22058.65,5.450000000000728
2025-03-04 13:40:00+05:30,BUY,22058.65,
2025-03-04 13:50:00+05:30,SELL,22065.0,6.349999999998545
2025-03-04 13:50:00+05:30,BUY,22065.0,
2025-03-04 14:05:00+05:30,SELL,22088.1,23.099999999998545
2025-03-04 14:05:00+05:30,BUY,22088.1,
2025-03-04 14:15:00+05:30,SELL,22091.35,3.25
2025-03-04 14:15:00+05:30,BUY,22091.35,
2025-03-04 14:25:00+05:30,SELL,22085.4,-5.94999999999709
2025-03-04 14:35:00+05:30,BUY,22093.0,
2025-03-04 14:45:00+05:30,SELL,22081.6,-11.400000000001455
2025-03-04 14:50:00+05:30,BUY,22099.7,
2025-03-04 15:00:00+05:30,SELL,22089.7,-10.0
2025-03-04 15:05:00+05:30,BUY,22089.9,
2025-03-04 15:15:00+05:30,SELL,22087.95,-1.9500000000007276
2025-03-04 15:15:00+05:30,BUY,22087.95,
2025-03-04 15:25:00+05:30,SELL,22080.3,-7.650000000001455
2025-03-04 15:25:00+05:30,BUY,22080.3,
2025-03-05 09:40:00+05:30,SELL,22237.6,157.29999999999927
2025-03-05 09:40:00+05:30,BUY,22237.6,
2025-03-05 09:55:00+05:30,SELL,22256.45,18.850000000002183
2025-03-05 09:55:00+05:30,BUY,22256.45,
2025-03-05 10:05:00+05:30,SELL,22251.8,-4.650000000001455
2025-03-05 10:05:00+05:30,BUY,22251.8,
2025-03-05 10:15:00+05:30,SELL,22219.45,-32.349999999998545
2025-03-05 10:20:00+05:30,BUY,22236.6,
2025-03-05 10:50:00+05:30,SELL,22284.2,47.60000000000218
2025-03-05 10:50:00+05:30,BUY,22284.2,
2025-03-05 11:10:00+05:30,SELL,22282.35,-1.8500000000021828
2025-03-05 11:10:00+05:30,BUY,22282.35,
2025-03-05 11:25:00+05:30,SELL,22290.05,7.700000000000728
2025-03-05 11:25:00+05:30,BUY,22290.05,
2025-03-05 12:00:00+05:30,SELL,22355.35,65.29999999999927
2025-03-05 12:05:00+05:30,BUY,22355.7,
2025-03-05 12:20:00+05:30,SELL,22353.2,-2.5
2025-03-05 12:25:00+05:30,BUY,22368.55,
2025-03-05 12:45:00+05:30,SELL,22369.85,1.2999999999992724
2025-03-05 13:10:00+05:30,BUY,22348.8,
2025-03-05 13:30:00+05:30,SELL,22341.1,-7.700000000000728
2025-03-05 13:45:00+05:30,BUY,22314.8,
2025-03-05 14:05:00+05:30,SELL,22322.15,7.350000000002183
2025-03-05 14:05:00+05:30,BUY,22322.15,
2025-03-05 14:20:00+05:30,SELL,22305.35,-16.80000000000291
2025-03-05 14:20:00+05:30,BUY,22305.35,
2025-03-05 14:35:00+05:30,SELL,22337.5,32.150000000001455
2025-03-05 14:35:00+05:30,BUY,22337.5,
2025-03-05 14:50:00+05:30,SELL,22353.15,15.650000000001455
2025-03-05 14:50:00+05:30,BUY,22353.15,
2025-03-05 15:00:00+05:30,SELL,22332.8,-20.350000000002183
2025-03-05 15:05:00+05:30,BUY,22335.8,
2025-03-05 15:20:00+05:30,SELL,22332.2,-3.599999999998545
2025-03-05 15:25:00+05:30,BUY,22346.65,
2025-03-06 09:20:00+05:30,SELL,22366.45,19.799999999999272
2025-03-06 09:40:00+05:30,BUY,22315.15,
2025-03-06 09:50:00+05:30,SELL,22302.7,-12.450000000000728
2025-03-06 09:50:00+05:30,BUY,22302.7,
2025-03-06 10:25:00+05:30,SELL,22358.65,55.95000000000073
2025-03-06 10:25:00+05:30,BUY,22358.65,
2025-03-06 10:35:00+05:30,SELL,22363.95,5.299999999999272
2025-03-06 10:35:00+05:30,BUY,22363.95,
2025-03-06 10:50:00+05:30,SELL,22366.95,3.0
2025-03-06 10:50:00+05:30,BUY,22366.95,
2025-03-06 11:00:00+05:30,SELL,22387.1,20.149999999997817
2025-03-06 11:00:00+05:30,BUY,22387.1,
2025-03-06 11:20:00+05:30,SELL,22363.6,-23.5
2025-03-06 11:30:00+05:30,BUY,22352.6,
2025-03-06 12:00:00+05:30,SELL,22419.3,66.70000000000073
2025-03-06 12:00:00+05:30,BUY,22419.3,
2025-03-06 12:10:00+05:30,SELL,22412.45,-6.849999999998545
2025-03-06 12:10:00+05:30,BUY,22412.45,
2025-03-06 12:35:00+05:30,SELL,22443.3,30.849999999998545
2025-03-06 12:35:00+05:30,BUY,22443.3,
2025-03-06 13:00:00+05:30,SELL,22463.8,20.5
2025-03-06 13:00:00+05:30,BUY,22463.8,
2025-03-06 13:15:00+05:30,SELL,22471.2,7.400000000001455
2025-03-06 13:15:00+05:30,BUY,22471.2,
2025-03-06 13:30:00+05:30,SELL,22480.85,9.649999999997817
2025-03-06 13:30:00+05:30,BUY,22480.85,
2025-03-06 14:10:00+05:30,SELL,22509.2,28.350000000002183
2025-03-06 14:30:00+05:30,BUY,22520.15,
2025-03-06 14:50:00+05:30,SELL,22525.9,5.75
2025-03-06 14:55:00+05:30,BUY,22546.05,
2025-03-06 15:10:00+05:30,SELL,22547.85,1.7999999999992724
2025-03-06 15:10:00+05:30,BUY,22547.85,
2025-03-06 15:20:00+05:30,SELL,22543.4,-4.44999999999709
2025-03-07 09:15:00+05:30,BUY,22560.55,
2025-03-07 09:25:00+05:30,SELL,22511.4,-49.14999999999782
2025-03-07 09:30:00+05:30,BUY,22562.6,
2025-03-07 09:40:00+05:30,SELL,22497.3,-65.29999999999927
2025-03-07 09:40:00+05:30,BUY,22497.3,
2025-03-07 10:25:00+05:30,SELL,22596.25,98.95000000000073
2025-03-07 10:25:00+05:30,BUY,22596.25,
2025-03-07 10:35:00+05:30,SELL,22596.85,0.5999999999985448
2025-03-07 10:35:00+05:30,BUY,22596.85,
2025-03-07 10:45:00+05:30,SELL,22613.35,16.5
2025-03-07 10:45:00+05:30,BUY,22613.35,
2025-03-07 10:55:00+05:30,SELL,22570.45,-42.89999999999782
2025-03-07 11:00:00+05:30,BUY,22590.45,
2025-03-07 11:30:00+05:30,SELL,22608.85,18.399999999997817
2025-03-07 11:30:00+05:30,BUY,22608.85,
2025-03-07 11:40:00+05:30,SELL,22599.1,-9.75
2025-03-07 11:40:00+05:30,BUY,22599.1,
2025-03-07 11:50:00+05:30,SELL,22565.05,-34.04999999999927
2025-03-07 11:50:00+05:30,BUY,22565.05,
2025-03-07 12:00:00+05:30,SELL,22532.45,-32.599999999998545
2025-03-07 12:05:00+05:30,BUY,22532.6,
2025-03-07 12:15:00+05:30,SELL,22512.7,-19.899999999997817
2025-03-07 12:20:00+05:30,BUY,22524.25,
2025-03-07 12:50:00+05:30,SELL,22534.65,10.400000000001455
2025-03-07 12:55:00+05:30,BUY,22555.85,
2025-03-07 13:05:00+05:30,SELL,22546.15,-9.69999999999709
2025-03-07 13:05:00+05:30,BUY,22546.15,
2025-03-07 13:15:00+05:30,SELL,22559.1,12.94999999999709
2025-03-07 13:15:00+05:30,BUY,22559.1,
2025-03-07 13:25:00+05:30,SELL,22564.75,5.650000000001455
2025-03-07 13:25:00+05:30,BUY,22564.75,
2025-03-07 13:35:00+05:30,SELL,22569.9,5.150000000001455
2025-03-07 13:35:00+05:30,BUY,22569.9,
2025-03-07 13:45:00+05:30,SELL,22563.4,-6.5
2025-03-07 14:00:00+05:30,BUY,22545.55,
2025-03-07 14:40:00+05:30,SELL,22590.1,44.54999999999927
2025-03-07 14:40:00+05:30,BUY,22590.1,
2025-03-07 14:55:00+05:30,SELL,22601.1,11.0
2025-03-07 14:55:00+05:30,BUY,22601.1,
2025-03-07 15:05:00+05:30,SELL,22563.65,-37.44999999999709
2025-03-10 09:15:00+05:30,BUY,22578.95,
2025-03-10 09:30:00+05:30,SELL,22597.3,18.349999999998545
2025-03-10 09:30:00+05:30,BUY,22597.3,
2025-03-10 09:50:00+05:30,SELL,22667.55,70.25
2025-03-10 09:50:00+05:30,BUY,22667.55,
2025-03-10 10:00:00+05:30,SELL,22637.85,-29.700000000000728
2025-03-10 10:05:00+05:30,BUY,22645.5,
2025-03-10 10:15:00+05:30,SELL,22629.35,-16.150000000001455
2025-03-10 10:20:00+05:30,BUY,22631.2,
2025-03-10 10:30:00+05:30,SELL,22613.9,-17.299999999999272
2025-03-10 10:30:00+05:30,BUY,22613.9,
2025-03-10 10:50:00+05:30,SELL,22641.9,28.0
2025-03-10 11:15:00+05:30,BUY,22624.95,
2025-03-10 11:25:00+05:30,SELL,22616.8,-8.150000000001455
2025-03-10 11:25:00+05:30,BUY,22616.8,
2025-03-10 11:45:00+05:30,SELL,22626.1,9.299999999999272
2025-03-10 12:20:00+05:30,BUY,22588.3,
2025-03-10 12:40:00+05:30,SELL,22587.95,-0.3499999999985448
2025-03-10 12:45:00+05:30,BUY,22590.0,
2025-03-10 12:55:00+05:30,SELL,22595.9,5.900000000001455
2025-03-10 12:55:00+05:30,BUY,22595.9,
2025-03-10 13:15:00+05:30,SELL,22586.3,-9.600000000002183
2025-03-10 13:20:00+05:30,BUY,22590.95,
2025-03-10 13:35:00+05:30,SELL,22580.6,-10.350000000002183
2025-03-10 13:50:00+05:30,BUY,22547.7,
2025-03-10 14:05:00+05:30,SELL,22549.45,1.75
2025-03-10 14:05:00+05:30,BUY,22549.45,
2025-03-10 14:15:00+05:30,SELL,22510.15,-39.29999999999927
2025-03-10 14:30:00+05:30,BUY,22466.8,
2025-03-10 14:40:00+05:30,SELL,22436.75,-30.049999999999272
2025-03-10 14:45:00+05:30,BUY,22445.95,
2025-03-10 15:00:00+05:30,SELL,22464.3,18.349999999998545
2025-03-10 15:00:00+05:30,BUY,22464.3,
2025-03-10 15:15:00+05:30,SELL,22451.9,-12.399999999997817
2025-03-11 09:20:00+05:30,BUY,22354.25,
2025-03-11 09:35:00+05:30,SELL,22383.3,29.049999999999272
2025-03-11 09:35:00+05:30,BUY,22383.3,
2025-03-11 09:45:00+05:30,SELL,22399.75,16.450000000000728
2025-03-11 09:45:00+05:30,BUY,22399.75,
2025-03-11 09:55:00+05:30,SELL,22406.55,6.799999999999272
2025-03-11 09:55:00+05:30,BUY,22406.55,
2025-03-11 10:05:00+05:30,SELL,22409.25,2.7000000000007276
2025-03-11 10:05:00+05:30,BUY,22409.25,
2025-03-11 10:20:00+05:30,SELL,22428.8,19.549999999999272
